New Democratic Party,541293958,337113673,204092485,87800,"29,732","21,763",101
Abbotsford Federal NDP Riding Association,180080,120080,60000,0,10,7,0
Acadie--Bathurst Federal NDP Riding Association,310000,278000,32000,0,8,3,0
Ahuntsic Federal NDP Riding Association,0,0,0,0,0,0,0
Ajax--Pickering Federal NDP Riding Association,0,0,0,0,0,0,0
Alfred-Pellan Federal NDP Riding Association,0,0,0,0,0,0,0
Algoma--Manitoulin--Kapuskasing Federal NDP Riding Association,2340500,1086100,1254400,0,136,116,0
Ancaster--Dundas--Flamborough--Westdale Federal NDP Riding Association,436000,340000,96000,0,15,8,0
Association de circonscription NPD de Bas-Richelieu--Nicolet--Bécancour,0,0,0,0,0,0,0
Association de circonscription NPD de Beauport--Limoilou,40100,22500,17600,0,5,4,0
Association de circonscription NPD de Berthier--Maskinongé,0,0,0,0,0,0,0
Association de circonscription NPD de Brome--Missisquoi,0,0,0,0,0,0,0
Association de circonscription NPD de Charlesbourg--Haute-Saint-Charles,43700,30000,13700,0,3,2,0
Association de circonscription NPD de Châteauguay--Saint-Constant,80000,24000,56000,0,7,6,0
Association de circonscription NPD de Drummond,212000,140000,72000,0,10,8,0
Association de circonscription NPD de Honoré--Mercier,0,0,0,0,0,0,0
Association de circonscription NPD de Mont-Royal,0,0,0,0,0,0,0
Association de circonscription NPD de Repentigny,63000,43000,20000,0,5,4,0
Association de circonscription NPD de Roberval--Lac-Saint-Jean,0,0,0,0,0,0,0
Association NPD de l'Abitibi--Témiscamingue,0,0,0,0,0,0,0
Association NPD de Shefford,0,0,0,0,0,0,0
Association NPD de Trois-Rivières,0,0,0,0,0,0,0
Association NPD Louis-Saint-Laurent,64200,30000,2500,31700,45,1,43
Association NPD pour la circonscription de Beauharnois--Salaberry,0,0,0,0,0,0,0
Association NPD pour la circonscription de Bourassa,345986,95000,209486,41500,155,58,94
Association NPD pour la circonscription de Mégantic--L'Érable,0,0,0,0,0,0,0
Association NPD pour la circonscription de Verchères--Les Patriotes,357000,200000,157000,0,22,17,0
Association NPD Rivière-du-Nord,0,0,0,0,0,0,0
Association NPD Saint-Maurice--Champlain,0,0,0,0,0,0,0
Association NPD Terrebonne--Blainville,52500,30000,22500,0,3,2,0
Avalon Federal NDP Riding Association,0,0,0,0,0,0,0
Barrie--Innisfill Federal NDP Riding Association,147222,95000,0,52222,46,0,0
Battlefords--Lloydminster Federal NDP Riding Association,2831000,2330000,489000,12000,164,0,0
Beaches--East York Federal NDP Riding Association,1036200,445000,591200,0,64,53,0
Beauséjour Federal NDP Riding Association,129000,65000,64000,0,8,6,0
Blackstrap Federal NDP Riding Association,872000,460000,412000,0,58,46,0
Bonavista--Exploits Federal NDP Riding Association,0,0,0,0,0,0,0
Bramalea--Gore--Malton Federal NDP Riding Association,0,0,0,0,0,0,0
Brampton West Federal NDP Riding Association,130000,80000,50000,0,5,3,0
Brampton--Springdale Federal NDP Riding Association,135000,100000,35000,0,5,4,0
Brandon--Souris Federal NDP Riding Association,291700,284000,7700,0,6,1,0
Brant Federal NDP Riding Association,490000,462500,27500,0,13,4,0
Brossard--La Prairie NDP Riding Association,101000,100000,1000,0,3,2,0
Bruce--Grey--Owen Sound Federal NDP Riding Association,0,0,0,0,0,0,0
Burlington Federal NDP Riding Association,527500,400000,127500,0,17,10,0
