Bloc Québécois,85874558,31873990,54000568,0,"8,775","8,040",0
Association Bloc Québécois Louis-Saint-Laurent,965000,634500,330500,0,83,66,0
Association de circonscription du Bloc Québécois de Gatineau,781667,670000,111667,0,32,16,0
Association de circonscription du Bloc Québécois de Québec,825400,415000,410400,0,103,94,0
Association de circonscription du Bloc Québécois Montcalm,1204000,415000,789000,0,123,112,0
Association du Bloc Québécois d'Abitibi--Baie-James--Nunavik--Eeyou,2030800,1569000,461800,0,120,0,0
Association du Bloc Québécois d'Argenteuil--Papineau--Mirabel,1690800,437000,1253800,0,447,437,0
Association du Bloc Québécois de Chambly--Borduas,920826,549905,351421,19500,125,79,36
Association du Bloc Québécois de Charlesbourg--Haute-Saint-Charles,3088207,1055829,2032378,0,247,222,0
Association du Bloc Québécois de Haute-Gaspésie--La Mitis--Matane--Matapédia,997000,592000,405000,0,103,95,0
Association du Bloc Québécois de Hull--Aylmer,891500,582000,309500,0,36,21,0
Association du Bloc Québécois de Jeanne-Le Ber,732302,300000,428324,3978,90,49,35
Association du Bloc Québécois de la circonscription de Trois-Rivières,1779400,346900,1432500,0,199,190,0
Association du Bloc Québécois de Laurier--Sainte-Marie,1104934,795934,309000,0,74,64,0
Association du Bloc Québécois de Lotbinière--Chutes-de-la-Chaudière,2241500,1695000,546500,0,78,56,0
Association du Bloc Québécois de Montmorency--Charlevoix--Haute-Côte-Nord,542570,131070,411500,0,212,206,0
Association du Bloc Québécois de Rosemont--La Petite-Patrie,1871250,385500,1485700,0,335,0,0
Association du Bloc Québécois Laurentides--Labelle,3365600,2587000,778600,0,169,121,0
Association du Bloc Québécois Verchères--Les Patriotes,0,306000,835000,421,506,295,0
Bloc Québécois Abitibi--Témiscamingue,2013900,1147500,866400,0,156,131,0
Bloc Québécois Alfred-Pellan,1481000,874500,606500,0,146,124,0
Bloc Québécois Beauharnois--Salaberry,0,1528600,0,0,95,0,0
Bloc Québécois Berthier--Maskinongé,905000,720500,184500,0,48,30,0
Bloc Québécois Chicoutimi--Le Fjord,2932200,1650000,1282200,0,180,142,0
Bloc Québécois Compton--Stanstead,736500,138000,598500,0,99,94,0
Bloc Québécois de Bas-Richelieu--Nicolet--Bécancour,5230250,2572400,2657850,0,780,731,0
Bloc Québécois de Gaspésie--Îles-de-la-Madeleine,2478000,1672500,805500,0,132,96,0
Bloc Québécois de Joliette,2066997,1002709,765288,299000,368,132,215
Bloc Québécois de Laval,2253658,1362912,864245,26500,284,177,90
Bloc Québécois de Longueuil--Pierre-Boucher,475000,415000,60000,0,9,3,0
Bloc Québécois de Louis-Hébert,183000,0,183000,0,39,39,0
Bloc Québécois de Manicouagan,1962900,1065500,897400,0,157,136,0
Bloc Québécois de Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,2271220,1372620,791100,107500,185,82,78
Bloc Québécois de Repentigny,1824500,1097000,727500,0,114,93,0
Bloc Québécois de Rivière-du-Nord,754500,303000,451500,0,55,47,0
Bloc Québécois de Saint-Bruno--Saint-Hubert,3138912,463212,0,0,248,0,0
Bloc Québécois de Saint-Hyacinthe--Bagot,1838075,1199500,638576,0,112,82,0
Bloc Québécois de Saint-Jean,1155700,964500,191200,0,38,24,0
Bloc Québécois de Terrebonne--Blainville,1413000,543000,870000,0,171,155,0
Bloc Québécois Drummond,4015000,3424500,80000,510500,569,4,505
Bloc Québécois Hochelaga,1456800,231500,1225300,0,342,335,0
Bloc Québécois Jonquière--Alma,37000,0,37000,0,6,6,0
Bloc Québécois La Pointe-de-l'Île,1967000,678000,1288500,500,641,579,50
Bloc Québécois Mégantic--L'Érable,1598000,742500,855500,0,135,117,0
Bloc Québécois Rimouski-Neigette--Témiscouata--Les Basques,1684400,646400,1038000,0,181,171,0
Bloc Québécois Rivière des Mille-Îles,1519752,653342,866410,0,271,256,0
Bloc Québécois Roberval--Lac-Saint-Jean,943200,360000,583200,0,77,67,0
Bloc Québécois Saint-Maurice--Champlain,2144105,1544515,504050,95540,173,86,58
Bloc Québécois Sherbrooke,3159500,1859500,1300000,0,198,157,0
