Bloc Québécois / Quarterly / Mar 2014,6555508,2556000,3999508,0,716,651,0
Bloc Québécois / Quarterly / Jun 2014,13289754,3310300,9979454,0,"1,946","1,862",0
Bloc Québécois / Quarterly / Sep 2014,1768929,592500,1176429,0,261,247,0
Bloc Québécois / Quarterly / Dec 2014,20763454,10216400,10547054,0,"1,725","1,480",0
Association du Bloc Québécois d'Abitibi--Baie-James--Nunavik--Eeyou / 2014,120500,45000,75500,0,10,9,0
Association du Bloc Québécois de Charlesbourg--Haute-Saint-Charles / 2014,0,0,0,0,0,0,0
Association du Bloc Québécois de Jeanne-Le Ber / 2014,0,0,0,0,0,0,0
Association du Bloc Québécois de la circonscription de Trois-Rivières / 2014,0,0,0,0,0,0,0
Association du Bloc Québécois de Rosemont--La Petite-Patrie / 2014,0,0,0,0,0,0,0
Association du Bloc Québécois de Shefford / 2014,176500,150000,26500,0,7,3,0
Association du Bloc Québécois Laurentides--Labelle / 2014,80000,80000,0,0,2,0,0
Association du Bloc Québécois Verchères--Les Patriotes / 2014,373035,264500,77500,31035,81,19,56
Bloc Québécois Abitibi--Témiscamingue / 2014,0,0,0,0,0,0,0
Bloc Québécois Alfred-Pellan / 2014,42500,40000,2500,0,4,3,0
Bloc Québécois Beauharnois--Salaberry / 2014,0,0,0,0,0,0,0
Bloc Québécois Chicoutimi--Le Fjord / 2014,1021500,425000,596500,0,80,69,0
Bloc Québécois Compton--Stanstead / 2014,167000,120000,47000,0,13,10,0
Bloc Québécois de Gaspésie--Îles-de-la-Madeleine / 2014,0,0,0,0,0,0,0
Bloc Québécois de Laval--Les Îles / 2014,0,0,0,0,0,0,0
Bloc Québécois de Louis-Hébert / 2014,0,0,0,0,0,0,0
Bloc Québécois de Rivière-du-Nord / 2014,0,0,0,0,0,0,0
Bloc Québécois Mégantic--L'Érable / 2014,71300,55500,15800,0,7,5,0
Bloc Québécois Saint-Maurice--Champlain / 2014,0,0,0,0,0,0,0
Bloc Québécois Vaudreuil-Soulanges / 2014,0,0,0,0,0,0,0
L'Association du Bloc Québécois d'Ahuntsic / 2014,0,0,0,0,0,0,0
L'Association du Bloc Québécois de Saint-Lambert / 2014,73000,40000,33000,0,8,7,0
