Liberal Party of Canada,581149186,389969233,189969951,1210002,"30,890","22,242","1,142"
Abbotsford Federal Liberal Association,240500,180000,60500,0,10,7,0
Acadie--Bathurst Federal Liberal Association,0,0,0,0,0,0,0
Ahuntsic Federal Liberal Association,2782176,2067175,715000,0,89,49,0
Ajax--Pickering Federal Liberal Association,3318664,2456664,772000,90000,308,84,180
Algoma--Manitoulin--Kapuskasing Federal Liberal Association,2147900,1303000,844900,0,113,79,0
Ancaster--Dundas--Flamborough--Westdale Federal Liberal Association,1992652,1342592,650060,0,86,59,0
Association libérale fédérale d'Abitibi--Baie-James--Nunavik--Eeyou,0,0,0,0,0,0,0
Association libérale fédérale d'Abitibi--Témiscamingue,0,0,0,0,0,0,0
Association libérale fédérale d'Alfred-Pellan,0,0,0,0,0,0,0
Association libérale fédérale d'Argenteuil--Papineau--Mirabel,220000,220000,0,0,2,0,0
Association libérale fédérale de Bas-Richelieu--Nicolet--Bécancour,1536000,1171000,365000,0,56,35,0
Association libérale fédérale de Beauce,110000,90000,20000,0,3,1,0
Association libérale fédérale de Beauport--Limoilou,2848785,2816285,32500,0,94,2,0
Association libérale fédérale de Chambly--Borduas,36500066,36060274,439792,0,681,51,0
Association libérale fédérale de Charlesbourg--Haute-Saint-Charles,0,0,0,0,0,0,0
Association libérale fédérale de Drummond,2734006,2469006,265000,0,90,23,0
Association libérale fédérale de Haute-Gaspésie--La Mitis--Matane--Matapédia,0,0,0,0,0,0,0
Association libérale fédérale de Jonquière--Alma,0,0,0,0,0,0,0
Association libérale fédérale de La Pointe-de-l'Île,0,0,0,0,0,0,0
Association libérale fédérale de Laurier--Sainte-Marie,1818706,1064590,731958,22158,110,63,15
Association libérale fédérale de Lotbinière--Chutes-de-la-Chaudière,232150,111432,120718,0,16,13,0
Association libérale fédérale de Louis-Hébert,1356000,1246000,110000,0,31,9,0
Association libérale fédérale de Louis-Saint-Laurent,0,0,0,0,0,0,0
Association libérale fédérale de Manicouagan,0,0,0,0,0,0,0
Association libérale fédérale de Marc-Aurèle-Fortin,120000,120000,0,0,3,0,0
Association libérale fédérale de Mégantic--L'Érable,0,0,0,0,0,0,0
Association libérale fédérale de Montcalm,0,0,0,0,0,0,0
Association libérale fédérale de Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,1437489,1329989,107500,0,34,10,0
Association libérale fédérale de Montmorency--Charlevoix--Haute-Côte-Nord,0,0,0,0,0,0,0
Association libérale fédérale de Papineau,15453689,12849701,2603988,0,429,211,0
Association libérale fédérale de Portneuf--Jacques-Cartier,0,0,0,0,0,0,0
Association libérale fédérale de Richmond--Arthabaska,314244,140000,174244,0,25,21,0
Association libérale fédérale de Rimouski--Neigette--Témiscouata--Les Basques,1131957,380573,751384,0,95,85,0
Association libérale fédérale de Rivière-du-Nord,0,0,0,0,0,0,0
Association libérale fédérale de Saint-Bruno--Saint-Hubert,80000,65000,15000,0,3,1,0
Association libérale fédérale de Saint-Hyacinthe--Bagot,0,0,0,0,0,0,0
Association libérale fédérale de Saint-Jean,402500,402500,0,0,16,0,0
Association libérale fédérale de Saint-Lambert,2557021,1746700,810321,0,120,83,0
Association libérale fédérale de Saint-Laurent--Cartierville,2684000,2155000,529000,0,74,46,0
Association libérale fédérale de Saint-Maurice--Champlain,84000,50000,15000,19000,21,1,19
Association libérale fédérale de Trois-Rivières,70000,40000,30000,0,4,3,0
Association libérale fédérale d'Outremont,1296944,989344,253600,54000,81,23,30
Association libérale fédérale du comté de Québec,0,0,0,0,0,0,0
Association libérale fédérale du comté Roberval--Lac-Saint-Jean,0,0,0,0,0,0,0
Association libérale fédérale Gaspésie--Îles-de-la-Madeleine,1600000,1600000,0,0,15,0,0
Avalon Federal Liberal Association,2523706,1224801,1235305,63600,270,165,73
Barrie Federal Liberal Association,1227338,756996,460342,10000,65,43,6
