Conservative Party of Canada,1741685553,995561072,746120481,4000,"95,010","74,655",4
Abbotsford Conservative Association,6016500,4545500,1471000,0,212,150,0
Abitibi--Baie-James--Nunavik--Eeyou Conservative Association,456500,85000,371500,0,34,32,0
Acadie--Bathurst Conservative Association,0,0,0,0,0,0,0
Ajax--Pickering Conservative Association,5499316,3728510,1508880,261926,"1,191",199,918
Algoma--Manitoulin--Kapuskasing Conservative Association,592500,500000,92500,0,20,10,0
Ancaster--Dundas--Flamborough--Westdale Conservative Association,4317500,2970500,1347000,0,184,132,0
Association du Parti conservateur Abitibi--Témiscamingue,0,0,0,0,0,0,0
Association du Parti conservateur Ahuntsic,0,0,0,0,0,0,0
Association du Parti conservateur Alfred-Pellan,0,0,0,0,0,0,0
Association du Parti conservateur Argenteuil--Papineau--Mirabel,0,0,0,0,0,0,0
Association du Parti conservateur Berthier--Maskinongé,0,0,0,0,0,0,0
Association du Parti conservateur Bourassa,0,0,0,0,0,0,0
Association du Parti conservateur Brossard--La Prairie,90000,90000,0,0,2,0,0
Association du Parti conservateur Châteauguay--Saint-Constant,0,0,0,0,0,0,0
Association du Parti conservateur de Bas-Richelieu--Nicolet--Bécancour,82000,40000,42000,0,4,3,0
Association du Parti conservateur de Beauce,10642500,7908100,2734400,0,382,256,0
Association du Parti conservateur de la Haute-Gaspésie--La Mitis--Matane--Matapédia,0,0,0,0,0,0,0
Association du Parti conservateur Drummond,0,0,0,0,0,0,0
Association du Parti conservateur Gaspésie--Îles-de-la-Madeleine,90000,80000,10000,0,3,1,0
Association du Parti conservateur Hull--Aylmer,0,0,0,0,0,0,0
Association du Parti conservateur Joliette,50000,40000,10000,0,2,1,0
Association du Parti conservateur Jonquière--Alma,3103422,832237,2271184,0,169,146,0
Association du Parti conservateur LaSalle--Émard,0,0,0,0,0,0,0
Association du Parti conservateur Laurentides--Labelle,0,0,0,0,0,0,0
Association du Parti conservateur Laurier--Sainte-Marie,0,0,0,0,0,0,0
Association du Parti conservateur Laval,0,0,0,0,0,0,0
Association du Parti conservateur Lévis--Bellechasse,1455000,491000,960000,4000,88,70,2
Association du Parti conservateur Louis-Saint-Laurent,2524500,2420000,104500,0,69,11,0
Association du Parti conservateur Mégantic--L'Érable,1814500,434000,1380500,0,153,141,0
Association du Parti conservateur Montcalm,0,0,0,0,0,0,0
Association du Parti conservateur Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,1054000,166000,888000,0,81,75,0
Association du Parti conservateur Notre-Dame-de-Grâce--Lachine,0,0,0,0,0,0,0
Association du Parti conservateur Portneuf--Jacques-Cartier,600000,600000,0,0,6,0,0
Association du Parti conservateur Rimouski-Neigette--Témiscouata--Les Basques,0,0,0,0,0,0,0
Association du Parti conservateur Roberval--Lac-Saint-Jean,8840000,8807200,32800,0,162,2,0
Association du Parti conservateur Terrebonne--Blainville,472500,226000,246500,0,41,36,0
Association du Parti conservateur Verchères--Les Patriotes,0,0,0,0,0,0,0
