"party_name","federal_contribution","riding.name","riding.id","year","total_contributions","total_contributions.over_200","total_contributions.200_or_less","total_contributions.20_or_less","n_contributors","n_contributors.over_200","n_contributors.200_or_less","n_contributors.20_or_less"
"Bloc Québécois",TRUE,NA,NA,"2004",85874558,31873990,54000568,0,8775,735,8040,0
"Bloc Québécois",TRUE,NA,NA,"2005",73472920,27839269,45633651,0,7773,670,7103,0
"Bloc Québécois",TRUE,NA,NA,"2006",52951334,20114442,32836892,0,6027,484,5543,0
"Bloc Québécois",TRUE,NA,NA,"2007",42997148,18234042,24763106,0,4486,424,4062,0
"Bloc Québécois",TRUE,NA,NA,"2008",71308522,29180503,42128018,0,7445,685,6760,0
"Bloc Québécois",TRUE,NA,NA,"2009",62112624,27171065,34941558,0,6052,651,5401,0
"Bloc Québécois",TRUE,NA,NA,"2010",64161272,28800201,35361071,0,5855,681,5174,0
"Bloc Québécois",TRUE,NA,NA,"2011",78949131,37316485,41632646,0,7056,881,6175,0
"Bloc Québécois",TRUE,NA,NA,"2012",43424837,18461287,24963550,0,4292,459,3833,0
"Bloc Québécois",TRUE,NA,NA,"2013",41703049,18199374,23503675,0,4146,446,3700,0
"Bloc Québécois",TRUE,NA,NA,"2014",42377645,16675200,25702445,0,4648,408,4240,0
"Bloc Québécois",TRUE,NA,NA,"2015",8777489,3224500,5552989,0,988,75,913,0
"Bloc Québécois",FALSE,"Abitibi—Témiscamingue",24001,"2004",2013900,1147500,866400,0,156,25,131,0
"Bloc Québécois",FALSE,"Alfred-Pellan",24003,"2004",1481000,874500,606500,0,146,22,124,0
"Bloc Québécois",FALSE,"Argenteuil—Papineau—Mirabel",24004,"2004",1690800,437000,1253800,0,447,10,437,0
"Bloc Québécois",FALSE,"Berthier—Maskinongé",24008,"2004",905000,720500,184500,0,48,18,30,0
"Bloc Québécois",FALSE,"Chambly—Borduas",24012,"2004",920826,549905,351421,19500,125,10,79,36
"Bloc Québécois",FALSE,"Charlesbourg—Haute-Saint-Charles",24013,"2004",3088207,1055829,2032378,0,247,25,222,0
"Bloc Québécois",FALSE,"Montmorency—Charlevoix—Haute-Côte-Nord",24014,"2004",542570,131070,411500,0,212,6,206,0
"Bloc Québécois",FALSE,"Chicoutimi—Le Fjord",24016,"2004",2932200,1650000,1282200,0,180,38,142,0
"Bloc Québécois",FALSE,"Compton—Stanstead",24017,"2004",736500,138000,598500,0,99,5,94,0
"Bloc Québécois",FALSE,"Drummond",24018,"2004",4015000,3424500,80000,510500,569,60,4,505
"Bloc Québécois",FALSE,"Gaspésie—Îles-de-la-Madeleine",24019,"2004",2478000,1672500,805500,0,132,36,96,0
"Bloc Québécois",FALSE,"Gatineau",24020,"2004",781667,670000,111667,0,32,16,16,0
"Bloc Québécois",FALSE,"Hochelaga",24021,"2004",1456800,231500,1225300,0,342,7,335,0
"Bloc Québécois",FALSE,"Hull—Aylmer",24023,"2004",891500,582000,309500,0,36,15,21,0
"Bloc Québécois",FALSE,"Jeanne-Le Ber",24024,"2004",732302,3e+05,428324,3978,90,6,49,35
"Bloc Québécois",FALSE,"Joliette",24025,"2004",2066997,1002709,765288,299000,368,21,132,215
"Bloc Québécois",FALSE,"Jonquière—Alma",24026,"2004",37000,0,37000,0,6,0,6,0
"Bloc Québécois",FALSE,"La Pointe-de-l'Île",24028,"2004",1967000,678000,1288500,500,641,12,579,50
"Bloc Québécois",FALSE,"Laurentides—Labelle",24030,"2004",3365600,2587000,778600,0,169,48,121,0
"Bloc Québécois",FALSE,"Laurier—Sainte-Marie",24031,"2004",1104934,795934,309000,0,74,10,64,0
"Bloc Québécois",FALSE,"Laval",24032,"2004",2253658,1362912,864245,26500,284,17,177,90
"Bloc Québécois",FALSE,"Longueuil—Pierre-Boucher",24035,"2004",475000,415000,60000,0,9,6,3,0
"Bloc Québécois",FALSE,"Lotbinière—Chutes-de-la-Chaudière",24036,"2004",2241500,1695000,546500,0,78,22,56,0
"Bloc Québécois",FALSE,"Louis-Hébert",24037,"2004",183000,0,183000,0,39,0,39,0
"Bloc Québécois",FALSE,"Louis-Saint-Laurent",24038,"2004",965000,634500,330500,0,83,17,66,0
"Bloc Québécois",FALSE,"Manicouagan",24039,"2004",1962900,1065500,897400,0,157,21,136,0
"Bloc Québécois",FALSE,"Haute-Gaspésie—La Mitis—Matane—Matapédia",24041,"2004",997000,592000,405000,0,103,8,95,0
"Bloc Québécois",FALSE,"Mégantic—L'Érable",24042,"2004",1598000,742500,855500,0,135,18,117,0
"Bloc Québécois",FALSE,"Montcalm",24043,"2004",1204000,415000,789000,0,123,11,112,0
"Bloc Québécois",FALSE,"Abitibi—Baie-James—Nunavik—Eeyou",24046,"2004",2030800,1569000,461800,0,120,120,0,0
"Bloc Québécois",FALSE,"Québec",24052,"2004",825400,415000,410400,0,103,9,94,0
"Bloc Québécois",FALSE,"Repentigny",24053,"2004",1824500,1097000,727500,0,114,21,93,0
"Bloc Québécois",FALSE,"Bas-Richelieu—Nicolet—Bécancour",24054,"2004",5230250,2572400,2657850,0,780,49,731,0
"Bloc Québécois",FALSE,"Rimouski-Neigette—Témiscouata—Les Basques",24056,"2004",1684400,646400,1038000,0,181,10,171,0
"Bloc Québécois",FALSE,"Rivière-des-Mille-Îles",24057,"2004",1519752,653342,866410,0,271,15,256,0
"Bloc Québécois",FALSE,"Montmagny—L'Islet—Kamouraska—Rivière-du-Loup",24058,"2004",2271220,1372620,791100,107500,185,25,82,78
"Bloc Québécois",FALSE,"Rivière-du-Nord",24059,"2004",754500,303000,451500,0,55,8,47,0
"Bloc Québécois",FALSE,"Roberval—Lac-Saint-Jean",24060,"2004",943200,360000,583200,0,77,10,67,0
"Bloc Québécois",FALSE,"Rosemont—La Petite-Patrie",24061,"2004",1871250,385500,1485700,0,335,335,0,0
"Bloc Québécois",FALSE,"Saint-Bruno—Saint-Hubert",24062,"2004",3138912,463212,0,0,248,248,0,0
"Bloc Québécois",FALSE,"Saint-Hyacinthe—Bagot",24063,"2004",1838075,1199500,638576,0,112,30,82,0
"Bloc Québécois",FALSE,"Saint-Jean",24064,"2004",1155700,964500,191200,0,38,14,24,0
"Bloc Québécois",FALSE,"Saint-Maurice—Champlain",24068,"2004",2144105,1544515,504050,95540,173,29,86,58
"Bloc Québécois",FALSE,"Sherbrooke",24070,"2004",3159500,1859500,1300000,0,198,41,157,0
"Bloc Québécois",FALSE,"Terrebonne—Blainville",24071,"2004",1413000,543000,870000,0,171,16,155,0
"Bloc Québécois",FALSE,"Trois-Rivières",24072,"2004",1779400,346900,1432500,0,199,9,190,0
"Bloc Québécois",FALSE,"Abitibi—Témiscamingue",24001,"2005",1373500,1054000,319500,0,65,19,46,0
"Bloc Québécois",FALSE,"Alfred-Pellan",24003,"2005",881500,337500,544000,0,75,7,68,0
"Bloc Québécois",FALSE,"Argenteuil—Papineau—Mirabel",24004,"2005",2143000,727500,1415500,0,443,14,429,0
"Bloc Québécois",FALSE,"Berthier—Maskinongé",24008,"2005",1432200,890000,542200,0,86,23,63,0
"Bloc Québécois",FALSE,"Brome—Missisquoi",24010,"2005",2305300,1123100,1171700,10500,211,25,171,15
"Bloc Québécois",FALSE,"Chambly—Borduas",24012,"2005",2782738,1848088,929142,5508,161,32,113,16
"Bloc Québécois",FALSE,"Charlesbourg—Haute-Saint-Charles",24013,"2005",4658799,3207056,1451743,0,230,55,175,0
"Bloc Québécois",FALSE,"Montmorency—Charlevoix—Haute-Côte-Nord",24014,"2005",1882606,418335,1464270,0,356,11,345,0
"Bloc Québécois",FALSE,"Châteauguay—Saint-Constant",24015,"2005",1139706,575941,442108,121657,242,13,41,188
"Bloc Québécois",FALSE,"Chicoutimi—Le Fjord",24016,"2005",2886500,1634500,1252000,0,156,41,115,0
"Bloc Québécois",FALSE,"Compton—Stanstead",24017,"2005",1455369,628083,827286,0,132,13,119,0
"Bloc Québécois",FALSE,"Drummond",24018,"2005",2518980,1925348,593632,0,115,34,81,0
"Bloc Québécois",FALSE,"Gaspésie—Îles-de-la-Madeleine",24019,"2005",1761500,1761500,0,0,16,16,0,0
"Bloc Québécois",FALSE,"Gatineau",24020,"2005",2795632,1504108,1291524,0,185,28,157,0
"Bloc Québécois",FALSE,"Hochelaga",24021,"2005",1157598,236212,921386,0,267,7,260,0
"Bloc Québécois",FALSE,"Hull—Aylmer",24023,"2005",611988,177988,434000,0,72,5,67,0
"Bloc Québécois",FALSE,"Jeanne-Le Ber",24024,"2005",1410714,642000,768714,0,138,16,122,0
"Bloc Québécois",FALSE,"Joliette",24025,"2005",1823500,939000,847500,37000,264,16,148,100
"Bloc Québécois",FALSE,"La Pointe-de-l'Île",24028,"2005",2259700,1310500,949200,0,162,40,122,0
"Bloc Québécois",FALSE,"Laurentides—Labelle",24030,"2005",2384650,1340744,1043906,0,180,27,153,0
"Bloc Québécois",FALSE,"Laurier—Sainte-Marie",24031,"2005",2225399,1728800,496599,0,133,18,115,0
"Bloc Québécois",FALSE,"Laval",24032,"2005",1883234,1232994,605740,44500,177,34,97,46
"Bloc Québécois",FALSE,"Lévis—Bellechasse",24034,"2005",1296704,437512,859192,0,119,13,106,0
"Bloc Québécois",FALSE,"Longueuil—Pierre-Boucher",24035,"2005",1608339,410000,1099300,99039,278,7,100,171
"Bloc Québécois",FALSE,"Lotbinière—Chutes-de-la-Chaudière",24036,"2005",1217500,688000,529500,0,67,9,58,0
"Bloc Québécois",FALSE,"Louis-Hébert",24037,"2005",645900,0,645900,0,270,0,270,0
"Bloc Québécois",FALSE,"Louis-Saint-Laurent",24038,"2005",708000,425500,282500,0,75,11,64,0
"Bloc Québécois",FALSE,"Manicouagan",24039,"2005",2559740,1218000,1341740,0,172,27,145,0
"Bloc Québécois",FALSE,"Marc-Aurèle-Fortin",24040,"2005",1235000,1087500,147500,0,35,13,22,0
"Bloc Québécois",FALSE,"Haute-Gaspésie—La Mitis—Matane—Matapédia",24041,"2005",1370820,855132,515688,0,108,14,94,0
"Bloc Québécois",FALSE,"Mégantic—L'Érable",24042,"2005",1758900,742500,1016400,0,396,22,374,0
"Bloc Québécois",FALSE,"Montcalm",24043,"2005",2208000,1033000,1175000,0,162,24,138,0
"Bloc Québécois",FALSE,"Abitibi—Baie-James—Nunavik—Eeyou",24046,"2005",1782400,1534000,204700,43700,251,14,67,170
"Bloc Québécois",FALSE,"Québec",24052,"2005",632000,284000,348000,0,80,6,74,0
"Bloc Québécois",FALSE,"Repentigny",24053,"2005",1583500,1103000,480500,0,130,25,105,0
"Bloc Québécois",FALSE,"Bas-Richelieu—Nicolet—Bécancour",24054,"2005",2790325,1050025,1740300,0,478,24,454,0
"Bloc Québécois",FALSE,"Rimouski-Neigette—Témiscouata—Les Basques",24056,"2005",1271199,221669,1049530,0,201,7,194,0
"Bloc Québécois",FALSE,"Rivière-des-Mille-Îles",24057,"2005",936951,604641,332310,0,142,10,132,0
"Bloc Québécois",FALSE,"Montmagny—L'Islet—Kamouraska—Rivière-du-Loup",24058,"2005",1657800,845000,812800,0,184,19,165,0
"Bloc Québécois",FALSE,"Rivière-du-Nord",24059,"2005",984500,264000,720500,0,98,10,88,0
"Bloc Québécois",FALSE,"Roberval—Lac-Saint-Jean",24060,"2005",1280200,407000,873200,0,117,12,105,0
"Bloc Québécois",FALSE,"Rosemont—La Petite-Patrie",24061,"2005",2095599,547000,1548599,0,294,294,0,0
"Bloc Québécois",FALSE,"Saint-Bruno—Saint-Hubert",24062,"2005",2245614,912029,820079,513504,532,10,108,414
"Bloc Québécois",FALSE,"Saint-Hyacinthe—Bagot",24063,"2005",1298110,191000,704610,0,93,17,76,0
"Bloc Québécois",FALSE,"Saint-Jean",24064,"2005",1178000,275000,903000,0,126,7,119,0
"Bloc Québécois",FALSE,"Saint-Lambert",24065,"2005",1277456,773000,491722,12734,229,13,55,161
"Bloc Québécois",FALSE,"Saint-Maurice—Champlain",24068,"2005",1110000,210000,9e+05,0,91,6,85,0
"Bloc Québécois",FALSE,"Shefford",24069,"2005",1175500,802000,336500,37000,190,24,51,115
"Bloc Québécois",FALSE,"Sherbrooke",24070,"2005",1113665,341465,772200,0,100,9,91,0
"Bloc Québécois",FALSE,"Terrebonne—Blainville",24071,"2005",2222070,1216635,1005435,0,220,19,201,0
"Bloc Québécois",FALSE,"Trois-Rivières",24072,"2005",1502500,70000,1432500,0,199,2,197,0
"Bloc Québécois",FALSE,"Verchères—Les Patriotes",24074,"2005",1293600,261200,916400,116000,430,6,244,180
"Bloc Québécois",FALSE,"Abitibi—Témiscamingue",24001,"2006",1879000,1441000,438000,0,84,23,61,0
"Bloc Québécois",FALSE,"Alfred-Pellan",24003,"2006",1319500,295500,1024000,0,309,7,302,0
"Bloc Québécois",FALSE,"Argenteuil—Papineau—Mirabel",24004,"2006",2885800,1823050,1062750,0,496,25,471,0
"Bloc Québécois",FALSE,"Beauharnois—Salaberry",24006,"2006",2212893,897400,1112772,202721,495,26,152,317
"Bloc Québécois",FALSE,"Berthier—Maskinongé",24008,"2006",1587900,690000,870500,27400,202,16,122,64
"Bloc Québécois",FALSE,"Brome—Missisquoi",24010,"2006",2693000,1457750,1235250,0,164,35,129,0
"Bloc Québécois",FALSE,"Chambly—Borduas",24012,"2006",2345161,1521677,823484,0,173,23,150,0
"Bloc Québécois",FALSE,"Charlesbourg—Haute-Saint-Charles",24013,"2006",702000,226500,475500,0,106,6,100,0
"Bloc Québécois",FALSE,"Montmorency—Charlevoix—Haute-Côte-Nord",24014,"2006",3296987,2354838,942150,0,257,42,215,0
"Bloc Québécois",FALSE,"Châteauguay—Saint-Constant",24015,"2006",1509808,716245,793563,0,184,20,164,0
"Bloc Québécois",FALSE,"Chicoutimi—Le Fjord",24016,"2006",2763900,2300400,463500,0,190,62,128,0
"Bloc Québécois",FALSE,"Compton—Stanstead",24017,"2006",1926200,1067500,858700,0,121,19,102,0
"Bloc Québécois",FALSE,"Drummond",24018,"2006",1607200,757100,850100,0,135,14,121,0
"Bloc Québécois",FALSE,"Gaspésie—Îles-de-la-Madeleine",24019,"2006",1736000,1610000,126000,0,44,19,25,0
"Bloc Québécois",FALSE,"Gatineau",24020,"2006",2158333,1436633,721700,0,109,33,76,0
"Bloc Québécois",FALSE,"Hochelaga",24021,"2006",1329500,484000,845500,0,155,9,146,0
"Bloc Québécois",FALSE,"Hull—Aylmer",24023,"2006",484800,190300,294500,0,33,6,27,0
"Bloc Québécois",FALSE,"Jeanne-Le Ber",24024,"2006",1714000,1292000,422000,0,196,31,165,0
"Bloc Québécois",FALSE,"Joliette",24025,"2006",1913700,1089300,824400,0,153,27,126,0
"Bloc Québécois",FALSE,"Jonquière—Alma",24026,"2006",673500,601000,72500,0,23,16,7,0
"Bloc Québécois",FALSE,"La Pointe-de-l'Île",24028,"2006",728500,530000,198500,0,39,3,36,0
"Bloc Québécois",FALSE,"Laurentides—Labelle",24030,"2006",2841897,2242100,599797,0,176,33,143,0
"Bloc Québécois",FALSE,"Laurier—Sainte-Marie",24031,"2006",3354800,2213600,1141200,0,106,23,83,0
"Bloc Québécois",FALSE,"Laval",24032,"2006",2752000,2523000,229000,0,81,46,35,0
"Bloc Québécois",FALSE,"Lévis—Bellechasse",24034,"2006",278640,132994,143639,2007,77,4,35,38
"Bloc Québécois",FALSE,"Longueuil—Pierre-Boucher",24035,"2006",567600,259000,308600,0,64,6,58,0
"Bloc Québécois",FALSE,"Lotbinière—Chutes-de-la-Chaudière",24036,"2006",1394065,1052465,242500,99100,87,8,31,48
"Bloc Québécois",FALSE,"Louis-Hébert",24037,"2006",130000,40000,90000,0,15,1,14,0
"Bloc Québécois",FALSE,"Louis-Saint-Laurent",24038,"2006",3057925,357235,2700690,0,253,8,245,0
"Bloc Québécois",FALSE,"Manicouagan",24039,"2006",2462190,1813915,648275,0,114,23,91,0
"Bloc Québécois",FALSE,"Marc-Aurèle-Fortin",24040,"2006",3242000,2940000,302000,0,99,29,70,0
"Bloc Québécois",FALSE,"Haute-Gaspésie—La Mitis—Matane—Matapédia",24041,"2006",1393990,1104385,289605,0,79,18,61,0
"Bloc Québécois",FALSE,"Mégantic—L'Érable",24042,"2006",570000,91500,478500,0,88,3,85,0
"Bloc Québécois",FALSE,"Montcalm",24043,"2006",1912100,1213000,699100,0,125,29,96,0
"Bloc Québécois",FALSE,"Abitibi—Baie-James—Nunavik—Eeyou",24046,"2006",3042420,2423450,618970,0,100,33,67,0
"Bloc Québécois",FALSE,"Québec",24052,"2006",259000,90000,169000,0,33,2,31,0
"Bloc Québécois",FALSE,"Repentigny",24053,"2006",1582000,1195000,387000,0,89,21,68,0
"Bloc Québécois",FALSE,"Bas-Richelieu—Nicolet—Bécancour",24054,"2006",2651700,1600000,1051700,0,300,37,263,0
"Bloc Québécois",FALSE,"Rimouski-Neigette—Témiscouata—Les Basques",24056,"2006",1175700,413800,761900,0,131,8,123,0
"Bloc Québécois",FALSE,"Rivière-des-Mille-Îles",24057,"2006",1870158,1426644,443514,0,164,30,134,0
"Bloc Québécois",FALSE,"Montmagny—L'Islet—Kamouraska—Rivière-du-Loup",24058,"2006",1595480,1138880,456600,0,114,25,89,0
"Bloc Québécois",FALSE,"Rivière-du-Nord",24059,"2006",1241800,343400,898400,0,123,10,113,0
"Bloc Québécois",FALSE,"Roberval—Lac-Saint-Jean",24060,"2006",1577880,1304880,273000,0,60,28,32,0
"Bloc Québécois",FALSE,"Rosemont—La Petite-Patrie",24061,"2006",1319999,499500,820499,0,177,12,165,0
"Bloc Québécois",FALSE,"Saint-Bruno—Saint-Hubert",24062,"2006",2483116,1546512,936604,0,189,33,156,0
"Bloc Québécois",FALSE,"Saint-Hyacinthe—Bagot",24063,"2006",870500,178460,692040,0,167,6,161,0
"Bloc Québécois",FALSE,"Saint-Jean",24064,"2006",1850000,749500,1100500,0,139,16,123,0
"Bloc Québécois",FALSE,"Saint-Lambert",24065,"2006",907000,372500,534500,0,100,8,92,0
"Bloc Québécois",FALSE,"Saint-Maurice—Champlain",24068,"2006",2503000,1472000,983000,48000,235,34,103,98
"Bloc Québécois",FALSE,"Shefford",24069,"2006",2456000,1251500,1204500,0,173,28,145,0
"Bloc Québécois",FALSE,"Sherbrooke",24070,"2006",1169500,155000,1014500,0,120,4,116,0
"Bloc Québécois",FALSE,"Terrebonne—Blainville",24071,"2006",1875900,1164600,711300,0,127,23,104,0
"Bloc Québécois",FALSE,"Trois-Rivières",24072,"2006",1226500,139000,986000,101500,293,4,189,100
"Bloc Québécois",FALSE,"Vaudreuil-Soulanges",24073,"2006",865782,865782,0,0,44,44,0,0
"Bloc Québécois",FALSE,"Verchères—Les Patriotes",24074,"2006",1284000,379500,904500,0,294,7,287,0
"Bloc Québécois",FALSE,"Abitibi—Témiscamingue",24001,"2007",2654500,1585000,1069500,0,109,37,72,0
"Bloc Québécois",FALSE,"Ahuntsic",24002,"2007",1398600,862000,536600,0,68,17,51,0
"Bloc Québécois",FALSE,"Alfred-Pellan",24003,"2007",1621000,673000,948000,0,293,19,274,0
"Bloc Québécois",FALSE,"Argenteuil—Papineau—Mirabel",24004,"2007",1631100,538700,1092400,0,548,14,534,0
"Bloc Québécois",FALSE,"Beauharnois—Salaberry",24006,"2007",1461704,640800,700200,120704,235,17,102,116
"Bloc Québécois",FALSE,"Berthier—Maskinongé",24008,"2007",1391500,8e+05,591500,0,104,20,84,0
"Bloc Québécois",FALSE,"Brome—Missisquoi",24010,"2007",2015200,883000,1126500,5700,177,21,136,20
"Bloc Québécois",FALSE,"Chambly—Borduas",24012,"2007",1630024,601209,1028815,0,155,15,140,0
"Bloc Québécois",FALSE,"Charlesbourg—Haute-Saint-Charles",24013,"2007",325500,80000,245500,0,49,2,47,0
"Bloc Québécois",FALSE,"Montmorency—Charlevoix—Haute-Côte-Nord",24014,"2007",2037400,1206900,830500,0,129,26,103,0
"Bloc Québécois",FALSE,"Châteauguay—Saint-Constant",24015,"2007",760059,242894,517164,0,204,3,201,0
"Bloc Québécois",FALSE,"Chicoutimi—Le Fjord",24016,"2007",2860020,2040500,819520,0,197,51,146,0
"Bloc Québécois",FALSE,"Compton—Stanstead",24017,"2007",1530500,930000,600500,0,102,25,77,0
"Bloc Québécois",FALSE,"Drummond",24018,"2007",1023500,442500,581000,0,87,8,79,0
"Bloc Québécois",FALSE,"Gaspésie—Îles-de-la-Madeleine",24019,"2007",1907500,1750000,157500,0,41,19,22,0
"Bloc Québécois",FALSE,"Gatineau",24020,"2007",1838700,998800,839900,0,185,34,151,0
"Bloc Québécois",FALSE,"Hochelaga",24021,"2007",1083345,272100,811245,0,159,8,151,0
"Bloc Québécois",FALSE,"Hull—Aylmer",24023,"2007",1891400,1341300,550100,0,98,35,63,0
"Bloc Québécois",FALSE,"Jeanne-Le Ber",24024,"2007",706850,478150,228700,0,57,13,44,0
"Bloc Québécois",FALSE,"Joliette",24025,"2007",1467010,826320,628690,12000,167,20,92,55
"Bloc Québécois",FALSE,"Jonquière—Alma",24026,"2007",84000,80000,4000,0,3,2,1,0
"Bloc Québécois",FALSE,"La Pointe-de-l'Île",24028,"2007",1737804,1090504,645000,2300,206,28,78,100
"Bloc Québécois",FALSE,"Laurentides—Labelle",24030,"2007",709546,127757,581789,0,88,4,84,0
"Bloc Québécois",FALSE,"Laurier—Sainte-Marie",24031,"2007",1638400,682400,956000,0,147,17,130,0
"Bloc Québécois",FALSE,"Laval",24032,"2007",1442992,861271,581720,0,111,20,91,0
"Bloc Québécois",FALSE,"Longueuil—Pierre-Boucher",24035,"2007",707675,361360,346315,0,56,10,46,0
"Bloc Québécois",FALSE,"Louis-Saint-Laurent",24038,"2007",386000,158500,227500,0,48,4,44,0
"Bloc Québécois",FALSE,"Manicouagan",24039,"2007",2040105,1475468,564637,0,101,27,74,0
"Bloc Québécois",FALSE,"Marc-Aurèle-Fortin",24040,"2007",2015000,1745000,270000,0,69,31,38,0
"Bloc Québécois",FALSE,"Haute-Gaspésie—La Mitis—Matane—Matapédia",24041,"2007",732200,565000,167200,0,39,11,28,0
"Bloc Québécois",FALSE,"Mégantic—L'Érable",24042,"2007",1080300,763800,316500,0,311,19,292,0
"Bloc Québécois",FALSE,"Montcalm",24043,"2007",3318071,1793775,1524296,0,224,50,174,0
"Bloc Québécois",FALSE,"Abitibi—Baie-James—Nunavik—Eeyou",24046,"2007",609213,190666,418547,0,72,5,67,0
"Bloc Québécois",FALSE,"Québec",24052,"2007",1450808,186976,1263832,0,140,5,135,0
"Bloc Québécois",FALSE,"Repentigny",24053,"2007",1553500,593500,960000,0,147,14,133,0
"Bloc Québécois",FALSE,"Bas-Richelieu—Nicolet—Bécancour",24054,"2007",3335800,1865000,1470800,0,405,45,360,0
"Bloc Québécois",FALSE,"Richmond—Arthabaska",24055,"2007",1347500,527000,820500,0,100,22,78,0
"Bloc Québécois",FALSE,"Rivière-des-Mille-Îles",24057,"2007",1185844,877320,308523,0,133,18,115,0
"Bloc Québécois",FALSE,"Montmagny—L'Islet—Kamouraska—Rivière-du-Loup",24058,"2007",1882500,828000,1054500,0,176,16,160,0
"Bloc Québécois",FALSE,"Rivière-du-Nord",24059,"2007",2028249,1211374,816875,0,142,36,106,0
"Bloc Québécois",FALSE,"Roberval—Lac-Saint-Jean",24060,"2007",1168000,985000,183000,0,68,26,42,0
"Bloc Québécois",FALSE,"Rosemont—La Petite-Patrie",24061,"2007",1619400,472000,1147400,0,243,12,231,0
"Bloc Québécois",FALSE,"Saint-Bruno—Saint-Hubert",24062,"2007",2321196,1156954,1164242,0,164,27,137,0
"Bloc Québécois",FALSE,"Saint-Hyacinthe—Bagot",24063,"2007",533900,174500,359400,0,148,5,143,0
"Bloc Québécois",FALSE,"Saint-Jean",24064,"2007",2323600,883500,1440100,0,184,21,163,0
"Bloc Québécois",FALSE,"Saint-Lambert",24065,"2007",617000,350000,267000,0,45,8,37,0
"Bloc Québécois",FALSE,"Saint-Maurice—Champlain",24068,"2007",1396100,661300,730300,4500,154,20,74,60
"Bloc Québécois",FALSE,"Shefford",24069,"2007",1404000,1160000,244000,0,84,29,55,0
"Bloc Québécois",FALSE,"Sherbrooke",24070,"2007",1390000,405000,985000,0,115,8,107,0
"Bloc Québécois",FALSE,"Terrebonne—Blainville",24071,"2007",2324456,1795000,529456,0,144,39,105,0
"Bloc Québécois",FALSE,"Trois-Rivières",24072,"2007",2598600,1335600,1263000,0,183,47,136,0
"Bloc Québécois",FALSE,"Verchères—Les Patriotes",24074,"2007",1220000,206000,1007000,7000,271,5,253,13
"Bloc Québécois",FALSE,"Abitibi—Témiscamingue",24001,"2008",4518000,3807400,710600,0,206,66,140,0
"Bloc Québécois",FALSE,"Alfred-Pellan",24003,"2008",1298500,465500,833000,0,275,15,260,0
"Bloc Québécois",FALSE,"Argenteuil—Papineau—Mirabel",24004,"2008",2008300,1139700,868600,0,439,23,416,0
"Bloc Québécois",FALSE,"Beauharnois—Salaberry",24006,"2008",1136865,726000,387000,23865,138,17,76,45
"Bloc Québécois",FALSE,"Berthier—Maskinongé",24008,"2008",711400,236000,475400,0,74,6,68,0
"Bloc Québécois",FALSE,"Brome—Missisquoi",24010,"2008",1003185,487000,450000,66185,289,10,109,170
"Bloc Québécois",FALSE,"Chambly—Borduas",24012,"2008",1163000,935000,228000,0,72,14,58,0
"Bloc Québécois",FALSE,"Charlesbourg—Haute-Saint-Charles",24013,"2008",1876000,1297500,578500,0,132,26,106,0
"Bloc Québécois",FALSE,"Montmorency—Charlevoix—Haute-Côte-Nord",24014,"2008",4231973,2191193,2040780,0,295,67,228,0
"Bloc Québécois",FALSE,"Châteauguay—Saint-Constant",24015,"2008",1612200,526000,1086200,0,129,10,119,0
"Bloc Québécois",FALSE,"Chicoutimi—Le Fjord",24016,"2008",2288500,1860000,428500,0,92,47,45,0
"Bloc Québécois",FALSE,"Compton—Stanstead",24017,"2008",1083800,564900,518900,0,79,14,65,0
"Bloc Québécois",FALSE,"Drummond",24018,"2008",755000,629000,126000,0,32,12,20,0
"Bloc Québécois",FALSE,"Gaspésie—Îles-de-la-Madeleine",24019,"2008",1876300,1652800,223500,0,40,19,21,0
"Bloc Québécois",FALSE,"Gatineau",24020,"2008",962500,579000,383500,0,60,13,47,0
"Bloc Québécois",FALSE,"Hochelaga",24021,"2008",559500,257500,302000,0,66,6,60,0
"Bloc Québécois",FALSE,"Hull—Aylmer",24023,"2008",1546500,980000,566500,0,73,25,48,0
"Bloc Québécois",FALSE,"Jeanne-Le Ber",24024,"2008",969000,647000,322000,0,75,15,60,0
"Bloc Québécois",FALSE,"Joliette",24025,"2008",1531500,1106200,425300,0,145,20,125,0
"Bloc Québécois",FALSE,"La Pointe-de-l'Île",24028,"2008",731500,385000,346500,0,74,7,67,0
"Bloc Québécois",FALSE,"Laurentides—Labelle",24030,"2008",2382100,2160500,221600,0,74,34,40,0
"Bloc Québécois",FALSE,"Laurier—Sainte-Marie",24031,"2008",713100,410600,302500,0,80,7,73,0
"Bloc Québécois",FALSE,"Laval",24032,"2008",2122997,1462497,660500,0,131,31,100,0
"Bloc Québécois",FALSE,"Longueuil—Pierre-Boucher",24035,"2008",1360000,865000,472000,23000,77,18,42,17
"Bloc Québécois",FALSE,"Louis-Hébert",24037,"2008",447500,202000,234000,11500,83,2,56,25
"Bloc Québécois",FALSE,"Louis-Saint-Laurent",24038,"2008",860200,530200,330000,0,68,14,54,0
"Bloc Québécois",FALSE,"Manicouagan",24039,"2008",1455500,1283000,172500,0,60,17,43,0
"Bloc Québécois",FALSE,"Marc-Aurèle-Fortin",24040,"2008",2727000,2515000,212000,0,83,34,49,0
"Bloc Québécois",FALSE,"Haute-Gaspésie—La Mitis—Matane—Matapédia",24041,"2008",739500,587000,152500,0,49,11,38,0
"Bloc Québécois",FALSE,"Mégantic—L'Érable",24042,"2008",1248700,907500,341200,0,231,23,208,0
