"party_name","federal_contribution","riding.name","riding.id","year","total_contributions","total_contributions.over_200","total_contributions.200_or_less","total_contributions.20_or_less","n_contributors","n_contributors.over_200","n_contributors.200_or_less","n_contributors.20_or_less"
"New Democratic Party",FALSE,"Brome—Missisquoi",24010,"2010",85000,40000,43500,1500,13,1,8,4
"New Democratic Party",FALSE,"Châteauguay—Saint-Constant",24015,"2010",48000,48000,0,0,2,2,0,0
"New Democratic Party",FALSE,"Drummond",24018,"2010",143000,63500,79500,0,10,2,8,0
"New Democratic Party",FALSE,"Gatineau",24020,"2010",395500,272000,123500,0,17,3,14,0
"New Democratic Party",FALSE,"Hull—Aylmer",24023,"2010",358496,213996,144500,0,20,5,15,0
"New Democratic Party",FALSE,"Jeanne-Le Ber",24024,"2010",147150,33000,109000,5150,32,1,14,17
"New Democratic Party",FALSE,"Lac-Saint-Louis",24027,"2010",122500,95500,27000,0,6,3,3,0
"New Democratic Party",FALSE,"Laurier—Sainte-Marie",24031,"2010",198305,84000,71500,42805,60,2,8,50
"New Democratic Party",FALSE,"Laval",24032,"2010",85000,85000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Laval—Les Îles",24033,"2010",218000,105000,98000,15000,56,2,19,35
"New Democratic Party",FALSE,"Longueuil—Pierre-Boucher",24035,"2010",60907,31152,29754,0,20,1,19,0
"New Democratic Party",FALSE,"Manicouagan",24039,"2010",39996,39996,0,0,1,1,0,0
"New Democratic Party",FALSE,"Marc-Aurèle-Fortin",24040,"2010",44500,26500,18000,0,2,1,1,0
"New Democratic Party",FALSE,"Haute-Gaspésie—La Mitis—Matane—Matapédia",24041,"2010",51000,51000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Notre-Dame-de-Grâce—Lachine",24045,"2010",89200,30000,59200,0,8,1,7,0
"New Democratic Party",FALSE,"Outremont",24047,"2010",1555595,1087330,439300,28964,147,26,76,45
"New Democratic Party",FALSE,"Pontiac",24050,"2010",64000,30000,34000,0,5,1,4,0
"New Democratic Party",FALSE,"Portneuf—Jacques-Cartier",24051,"2010",30000,30000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Québec",24052,"2010",36000,24000,12000,0,2,1,1,0
"New Democratic Party",FALSE,"Montmagny—L'Islet—Kamouraska—Rivière-du-Loup",24058,"2010",48521,45521,3000,0,2,1,1,0
"New Democratic Party",FALSE,"Rosemont—La Petite-Patrie",24061,"2010",422000,217500,201500,3000,76,5,16,55
"New Democratic Party",FALSE,"Saint-Hyacinthe—Bagot",24063,"2010",71000,41000,30000,0,3,1,2,0
"New Democratic Party",FALSE,"Saint-Jean",24064,"2010",46000,34000,12000,0,2,1,1,0
"New Democratic Party",FALSE,"Saint-Lambert",24065,"2010",27000,24000,3000,0,2,1,1,0
"New Democratic Party",FALSE,"Sherbrooke",24070,"2010",273500,120000,147000,6500,139,2,47,90
"New Democratic Party",FALSE,"Vaudreuil-Soulanges",24073,"2010",24000,24000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Westmount—Ville-Marie",24075,"2010",404800,220800,184000,0,23,5,18,0
"New Democratic Party",FALSE,"Algoma—Manitoulin—Kapuskasing",35002,"2010",1225500,707000,518500,0,55,14,41,0
"New Democratic Party",FALSE,"Ancaster—Dundas—Flamborough—Westdale",35003,"2010",165000,155000,10000,0,5,4,1,0
"New Democratic Party",FALSE,"Beaches—East York",35005,"2010",1790000,1337500,452500,0,62,24,38,0
"New Democratic Party",FALSE,"Bramalea—Gore—Malton",35006,"2010",210000,2e+05,10000,0,3,2,1,0
"New Democratic Party",FALSE,"Brampton West",35008,"2010",197000,167000,30000,0,5,3,2,0
"New Democratic Party",FALSE,"Brant",35009,"2010",1193030,692500,253000,247530,457,8,29,420
"New Democratic Party",FALSE,"Burlington",35010,"2010",590000,570000,20000,0,13,11,2,0
"New Democratic Party",FALSE,"Cambridge",35011,"2010",152500,110000,42500,0,9,3,6,0
"New Democratic Party",FALSE,"Carleton—Mississippi Mills",35012,"2010",130000,1e+05,30000,0,3,1,2,0
"New Democratic Party",FALSE,"Chatham-Kent—Essex",35013,"2010",260000,250000,10000,0,4,3,1,0
"New Democratic Party",FALSE,"Durham",35014,"2010",65000,50000,15000,0,4,3,1,0
"New Democratic Party",FALSE,"Davenport",35015,"2010",3875224,1476414,2398810,0,232,35,197,0
"New Democratic Party",FALSE,"Don Valley East",35016,"2010",45000,45000,0,0,2,2,0,0
"New Democratic Party",FALSE,"Elgin—Middlesex—London",35020,"2010",178500,1e+05,49000,29500,51,2,5,44
"New Democratic Party",FALSE,"Essex",35021,"2010",1385393,917500,467893,0,58,18,40,0
"New Democratic Party",FALSE,"Etobicoke Centre",35022,"2010",2000,2000,0,2000,0,0,0,0
"New Democratic Party",FALSE,"Haldimand—Norfolk",35028,"2010",124600,90000,25000,9600,12,0,4,8
"New Democratic Party",FALSE,"Haliburton—Kawartha Lakes—Brock",35029,"2010",192000,110000,82000,0,11,1,10,0
"New Democratic Party",FALSE,"Hamilton Centre",35031,"2010",457500,385000,72500,0,14,6,8,0
"New Democratic Party",FALSE,"Hamilton East—Stoney Creek",35032,"2010",1911840,1135780,776060,0,95,26,69,0
"New Democratic Party",FALSE,"Hamilton Mountain",35033,"2010",2234988,1791066,443922,0,81,35,46,0
"New Democratic Party",FALSE,"Huron—Bruce",35034,"2010",836000,691000,145000,0,27,17,10,0
"New Democratic Party",FALSE,"Kenora",35035,"2010",425000,163000,166000,96000,85,3,18,64
"New Democratic Party",FALSE,"Kitchener Centre",35037,"2010",1397300,1060800,336500,0,58,24,34,0
"New Democratic Party",FALSE,"Kitchener—Conestoga",35038,"2010",182000,152000,30000,0,8,4,4,0
"New Democratic Party",FALSE,"Kitchener—Waterloo",35039,"2010",640000,395000,245000,0,27,10,17,0
"New Democratic Party",FALSE,"Lanark—Frontenac—Lennox and Addington",35040,"2010",402500,250000,152500,0,21,7,14,0
"New Democratic Party",FALSE,"London—Fanshawe",35042,"2010",1653500,998500,655000,0,94,22,72,0
"New Democratic Party",FALSE,"London North Centre",35043,"2010",3e+05,240000,0,0,9,-591,600,0
"New Democratic Party",FALSE,"London West",35044,"2010",877625,734125,140500,3000,82,19,18,45
"New Democratic Party",FALSE,"Lambton—Kent—Middlesex",35046,"2010",1154000,912500,241500,0,38,16,22,0
"New Democratic Party",FALSE,"Nepean—Carleton",35052,"2010",250000,210000,40000,0,8,3,5,0
"New Democratic Party",FALSE,"Niagara West—Glanbrook",35055,"2010",198000,130000,68000,0,10,4,6,0
"New Democratic Party",FALSE,"Nickel Belt",35056,"2010",1402200,1024000,378200,0,79,17,62,0
"New Democratic Party",FALSE,"Northumberland—Quinte West",35058,"2010",75000,40000,35000,0,4,1,3,0
"New Democratic Party",FALSE,"Oakville",35060,"2010",269000,58000,0,269000,18,18,0,0
"New Democratic Party",FALSE,"Oshawa",35061,"2010",160398,22366,138032,0,41,1,40,0
"New Democratic Party",FALSE,"Ottawa Centre",35062,"2010",769555,4e+05,369555,0,43,9,34,0
"New Democratic Party",FALSE,"Ottawa South",35064,"2010",20000,0,0,0,1,0,1,0
"New Democratic Party",FALSE,"Ottawa—Vanier",35065,"2010",1025500,795000,230500,0,34,13,21,0
"New Democratic Party",FALSE,"Ottawa West—Nepean",35066,"2010",267500,210000,57500,0,10,4,6,0
"New Democratic Party",FALSE,"Oxford",35067,"2010",484500,344000,140500,0,26,7,19,0
"New Democratic Party",FALSE,"Parkdale—High Park",35068,"2010",1441500,1035000,406500,0,53,21,32,0
"New Democratic Party",FALSE,"Parry Sound—Muskoka",35069,"2010",203000,85000,99000,19000,36,3,13,20
"New Democratic Party",FALSE,"Perth—Wellington",35070,"2010",313375,195000,86500,31875,57,57,0,0
"New Democratic Party",FALSE,"Peterborough",35071,"2010",1124075,895200,205000,23875,67,16,18,33
"New Democratic Party",FALSE,"Prince Edward—Hastings",35073,"2010",80000,40000,40000,0,4,1,3,0
"New Democratic Party",FALSE,"Renfrew—Nipissing—Pembroke",35074,"2010",701500,599100,102400,0,56,11,45,0
"New Democratic Party",FALSE,"Richmond Hill",35075,"2010",145000,120000,25000,0,5,3,2,0
"New Democratic Party",FALSE,"Sarnia—Lambton",35078,"2010",482000,258000,224000,0,30,5,25,0
"New Democratic Party",FALSE,"Sault Ste. Marie",35079,"2010",2249000,1115000,1134000,0,161,25,136,0
"New Democratic Party",FALSE,"Scarborough Centre",35081,"2010",392000,230000,162000,0,26,4,22,0
"New Democratic Party",FALSE,"Scarborough—Rouge River",35083,"2010",875400,540000,264900,70500,77,14,22,41
"New Democratic Party",FALSE,"Scarborough Southwest",35084,"2010",70000,0,70000,0,5,0,5,0
"New Democratic Party",FALSE,"Simcoe North",35086,"2010",257550,90000,155000,12550,63,2,21,40
"New Democratic Party",FALSE,"Stormont—Dundas—South Glengarry",35087,"2010",533000,262000,271000,0,34,6,28,0
"New Democratic Party",FALSE,"Sudbury",35088,"2010",1652800,849500,803300,0,129,18,111,0
"New Democratic Party",FALSE,"Thornhill",35089,"2010",75000,75000,0,0,2,2,0,0
"New Democratic Party",FALSE,"Thunder Bay—Rainy River",35090,"2010",1398900,702000,696900,0,87,18,69,0
"New Democratic Party",FALSE,"Thunder Bay—Superior North",35091,"2010",2402700,1753200,649500,0,93,30,63,0
"New Democratic Party",FALSE,"Timmins—James Bay",35092,"2010",1484100,705000,779100,0,93,17,76,0
"New Democratic Party",FALSE,"Toronto Centre",35093,"2010",848100,654600,193500,0,35,16,19,0
"New Democratic Party",FALSE,"Toronto—Danforth",35094,"2010",1924300,1096600,827700,0,158,21,137,0
"New Democratic Party",FALSE,"Trinity—Spadina",35095,"2010",3233538,2031600,1201938,0,200,42,158,0
"New Democratic Party",FALSE,"Welland",35097,"2010",1127101,825952,301149,0,46,12,34,0
"New Democratic Party",FALSE,"Whitby—Oshawa",35099,"2010",894000,447500,446500,0,52,9,43,0
"New Democratic Party",FALSE,"Willowdale",35100,"2010",627159,389890,237269,0,42,11,31,0
"New Democratic Party",FALSE,"Windsor—Tecumseh",35101,"2010",574000,408000,166000,0,23,10,13,0
"New Democratic Party",FALSE,"Windsor West",35102,"2010",1772100,1230900,541200,0,115,31,84,0
"New Democratic Party",FALSE,"York—Simcoe",35104,"2010",394000,240000,154000,0,23,5,18,0
"New Democratic Party",FALSE,"York South—Weston",35105,"2010",1570040,725708,832582,11750,188,19,100,69
"New Democratic Party",FALSE,"York West",35106,"2010",120000,120000,0,0,3,3,0,0
"New Democratic Party",FALSE,"Brandon—Souris",46001,"2010",929900,579000,350900,0,45,11,34,0
"New Democratic Party",FALSE,"Charleswood—St. James—Assiniboia",46002,"2010",77500,50000,27500,0,4,1,3,0
"New Democratic Party",FALSE,"Churchill",46003,"2010",1043000,853000,190000,0,28,13,15,0
"New Democratic Party",FALSE,"Dauphin—Swan River—Marquette",46004,"2010",790000,535000,255000,0,33,11,22,0
"New Democratic Party",FALSE,"Elmwood—Transcona",46005,"2010",2932500,1827500,1105000,0,161,25,136,0
"New Democratic Party",FALSE,"Kildonan—St. Paul",46006,"2010",814517,455000,133000,226517,137,8,14,115
"New Democratic Party",FALSE,"Selkirk—Interlake",46010,"2010",309000,181000,120000,8000,48,5,13,30
"New Democratic Party",FALSE,"Winnipeg Centre",46011,"2010",273000,242000,31000,0,8,5,3,0
"New Democratic Party",FALSE,"Winnipeg North",46012,"2010",2994070,1109000,1838700,46370,274,34,197,43
"New Democratic Party",FALSE,"Winnipeg South Centre",46014,"2010",568000,365000,203000,0,30,7,23,0
"New Democratic Party",FALSE,"Battlefords—Lloydminster",47001,"2010",1134000,612000,522000,0,59,13,46,0
"New Democratic Party",FALSE,"Blackstrap",47002,"2010",2894400,1955400,933000,6000,214,40,91,83
"New Democratic Party",FALSE,"Cypress Hills—Grasslands",47004,"2010",328500,80000,248500,0,31,31,0,0
"New Democratic Party",FALSE,"Palliser",47005,"2010",3439500,2753200,678600,7700,150,58,86,6
"New Democratic Party",FALSE,"Prince Albert",47006,"2010",1333000,995000,338000,0,56,25,31,0
"New Democratic Party",FALSE,"Regina—Lumsden—Lake Centre",47007,"2010",225000,180000,0,0,11,11,0,0
"New Democratic Party",FALSE,"Regina—Qu'Appelle",47008,"2010",331900,142000,176500,13400,28,4,16,8
"New Democratic Party",FALSE,"Saskatoon—Rosetown—Biggar",47010,"2010",2663500,1588000,1073500,2000,141,37,103,1
"New Democratic Party",FALSE,"Saskatoon—Wanuskewin",47011,"2010",1378700,997500,354800,26400,83,22,44,17
"New Democratic Party",FALSE,"Souris—Moose Mountain",47012,"2010",637000,430500,204500,2000,32,11,20,1
"New Democratic Party",FALSE,"Wascana",47013,"2010",244500,104000,138000,2500,22,3,16,3
"New Democratic Party",FALSE,"Calgary Centre-North",48003,"2010",385000,337500,37500,10000,27,3,4,20
"New Democratic Party",FALSE,"Calgary West",48009,"2010",40000,40000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Crowfoot",48010,"2010",150000,120000,30000,0,5,3,2,0
"New Democratic Party",FALSE,"Edmonton—Mill Woods—Beaumont",48011,"2010",195000,195000,0,0,4,4,0,0
"New Democratic Party",FALSE,"Edmonton Centre",48012,"2010",1945000,1151000,794000,0,108,26,82,0
"New Democratic Party",FALSE,"Edmonton East",48013,"2010",696600,346200,350400,0,48,4,44,0
"New Democratic Party",FALSE,"Edmonton—Leduc",48014,"2010",397000,178000,219000,0,24,4,20,0
"New Democratic Party",FALSE,"Edmonton—Strathcona",48018,"2010",2800000,2135000,665000,0,99,44,55,0
"New Democratic Party",FALSE,"Lethbridge",48019,"2010",1191462,760600,418350,12512,108,15,58,35
"New Democratic Party",FALSE,"Medicine Hat",48021,"2010",563750,142500,231600,189650,345,4,19,322
"New Democratic Party",FALSE,"Peace River",48022,"2010",623601,517000,72500,34101,49,8,6,35
"New Democratic Party",FALSE,"Wild Rose",48027,"2010",103500,103500,103500,0,6,0,6,0
"New Democratic Party",FALSE,"Abbotsford",59001,"2010",484500,261000,223500,0,35,5,30,0
"New Democratic Party",FALSE,"Burnaby—Douglas",59002,"2010",2346900,1585250,761650,0,108,30,78,0
"New Democratic Party",FALSE,"Burnaby—New Westminster",59003,"2010",2392600,1570400,822200,0,119,29,90,0
"New Democratic Party",FALSE,"Chilliwack—Fraser Canyon",59005,"2010",850711,588000,242000,20711,131,13,39,79
"New Democratic Party",FALSE,"Pitt Meadows—Maple Ridge—Mission",59007,"2010",1e+05,40000,60000,0,4,1,3,0
"New Democratic Party",FALSE,"Esquimalt—Juan de Fuca",59008,"2010",1167628,837228,330400,0,78,23,55,0
"New Democratic Party",FALSE,"Fleetwood—Port Kells",59009,"2010",731500,119500,612000,0,104,3,101,0
"New Democratic Party",FALSE,"Kamloops—Thompson—Cariboo",59010,"2010",2007500,1072000,935500,0,114,22,92,0
"New Democratic Party",FALSE,"Kelowna—Lake Country",59011,"2010",277500,1e+05,177500,0,23,2,21,0
"New Democratic Party",FALSE,"Kootenay—Columbia",59012,"2010",449500,230000,219500,0,24,6,18,0
"New Democratic Party",FALSE,"Langley",59013,"2010",452967,197000,255967,0,60,6,54,0
"New Democratic Party",FALSE,"Nanaimo—Alberni",59014,"2010",2094398,1350000,744398,0,104,24,80,0
"New Democratic Party",FALSE,"Nanaimo—Cowichan",59015,"2010",1270855,683330,574500,13025,148,14,59,75
"New Democratic Party",FALSE,"Newton—North Delta",59016,"2010",90500,55000,35500,0,9,2,7,0
"New Democratic Party",FALSE,"New Westminster—Coquitlam",59017,"2010",770000,455000,315000,0,41,11,30,0
"New Democratic Party",FALSE,"Okanagan—Shuswap",59018,"2010",345500,164000,181500,0,19,4,15,0
"New Democratic Party",FALSE,"North Vancouver",59019,"2010",519987,371027,148960,0,21,7,14,0
"New Democratic Party",FALSE,"Okanagan—Coquihalla",59020,"2010",80570,0,20000,0,3,3,0,0
"New Democratic Party",FALSE,"Port Moody—Westwood—Port Coquitlam",59021,"2010",320000,320000,0,0,3,3,0,0
"New Democratic Party",FALSE,"Prince George—Peace River",59022,"2010",578600,322000,256600,0,36,8,28,0
"New Democratic Party",FALSE,"Saanich—Gulf Islands",59024,"2010",1692209,702500,987250,2460,191,16,109,66
"New Democratic Party",FALSE,"Skeena—Bulkley Valley",59025,"2010",1199500,592500,607000,0,74,17,57,0
"New Democratic Party",FALSE,"British Columbia Southern Interior",59026,"2010",1711000,1285000,426000,0,86,35,51,0
"New Democratic Party",FALSE,"South Surrey—White Rock—Cloverdale",59027,"2010",10000,0,0,0,0,0,0,0
"New Democratic Party",FALSE,"Surrey North",59028,"2010",1974000,1567000,405000,2000,68,33,34,1
"New Democratic Party",FALSE,"Vancouver Centre",59029,"2010",890511,497000,382511,11000,66,8,47,11
"New Democratic Party",FALSE,"Vancouver East",59030,"2010",1621750,778750,843000,0,95,17,78,0
"New Democratic Party",FALSE,"Vancouver Kingsway",59032,"2010",2281469,1230600,1028169,22700,246,25,151,70
"New Democratic Party",FALSE,"Vancouver Quadra",59033,"2010",91000,40000,51000,0,8,1,7,0
"New Democratic Party",FALSE,"Vancouver South",59034,"2010",549650,263800,243800,42050,93,7,38,48
"New Democratic Party",FALSE,"Victoria",59035,"2010",1448000,639000,809000,0,144,10,134,0
"New Democratic Party",FALSE,"West Vancouver—Sunshine Coast—Sea to Sky Country",59036,"2010",239500,90000,149500,0,21,3,18,0
"New Democratic Party",FALSE,"Yukon",60001,"2010",209500,160000,49500,0,8,4,4,0
"New Democratic Party",FALSE,"Northwest Territories",61001,"2010",341000,236000,105000,0,22,6,16,0
"New Democratic Party",FALSE,"St. John's East",10006,"2011",4136300,2383767,1743533,9000,279,59,214,6
"New Democratic Party",FALSE,"Charlottetown",11002,"2011",48000,24000,10000,14000,17,1,1,15
"New Democratic Party",FALSE,"Malpeque",11004,"2011",94036,77000,15000,2036,14,3,2,9
"New Democratic Party",FALSE,"Central Nova",12002,"2011",230000,110000,120000,0,14,3,11,0
"New Democratic Party",FALSE,"Dartmouth—Cole Harbour",12003,"2011",153500,30000,123500,0,12,1,11,0
"New Democratic Party",FALSE,"Halifax",12004,"2011",966000,435000,513500,17500,214,10,54,150
"New Democratic Party",FALSE,"Halifax West",12005,"2011",508000,185000,297000,26000,72,7,39,26
"New Democratic Party",FALSE,"Kings—Hants",12006,"2011",60000,0,60000,60000,0,-10,5,5
"New Democratic Party",FALSE,"Cumberland—Colchester—Musquodoboit Valley",12007,"2011",260000,145000,115000,0,14,4,10,0
"New Democratic Party",FALSE,"Sackville—Eastern Shore",12008,"2011",361996,91000,270996,0,29,3,26,0
"New Democratic Party",FALSE,"South Shore—St. Margaret's",12009,"2011",992175,512500,460850,18825,145,10,38,97
"New Democratic Party",FALSE,"Sydney—Victoria",12010,"2011",230500,60000,170500,0,25,2,23,0
"New Democratic Party",FALSE,"West Nova",12011,"2011",50000,0,10000,0,2,2,0,0
"New Democratic Party",FALSE,"Acadie—Bathurst",13001,"2011",436000,365000,71000,0,14,7,7,0
"New Democratic Party",FALSE,"Beauséjour",13002,"2011",297000,260000,37000,0,9,5,4,0
"New Democratic Party",FALSE,"Fundy Royal",13004,"2011",531934,292500,239434,0,27,5,22,0
"New Democratic Party",FALSE,"Miramichi",13006,"2011",154000,25000,120000,9000,31,1,18,12
"New Democratic Party",FALSE,"Moncton—Riverview—Dieppe",13007,"2011",309500,188000,121500,0,15,5,10,0
"New Democratic Party",FALSE,"Saint John",13009,"2011",322500,162000,149000,11500,30,5,15,10
"New Democratic Party",FALSE,"Tobique—Mactaquac",13010,"2011",117000,40000,77000,0,8,1,7,0
"New Democratic Party",FALSE,"Abitibi—Témiscamingue",24001,"2011",130000,110000,20000,0,2,1,1,0
"New Democratic Party",FALSE,"Alfred-Pellan",24003,"2011",50000,50000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Beauharnois—Salaberry",24006,"2011",113500,110000,2000,1500,8,1,2,5
"New Democratic Party",FALSE,"Beauport—Limoilou",24007,"2011",119600,110000,9600,0,4,1,3,0
"New Democratic Party",FALSE,"Brome—Missisquoi",24010,"2011",266251,230000,24000,12251,63,4,4,55
"New Democratic Party",FALSE,"Charlesbourg—Haute-Saint-Charles",24013,"2011",155000,140000,15000,0,5,2,3,0
"New Democratic Party",FALSE,"Drummond",24018,"2011",39500,24000,15500,0,4,1,3,0
"New Democratic Party",FALSE,"Gatineau",24020,"2011",42000,24000,18000,0,2,1,1,0
"New Democratic Party",FALSE,"Hochelaga",24021,"2011",343700,160000,171500,12200,51,2,19,30
"New Democratic Party",FALSE,"Hull—Aylmer",24023,"2011",304996,217996,87000,0,14,6,8,0
"New Democratic Party",FALSE,"Jeanne-Le Ber",24024,"2011",797700,390000,404500,3200,84,7,47,30
"New Democratic Party",FALSE,"Lac-Saint-Louis",24027,"2011",130032,110000,8000,12032,113,1,2,110
"New Democratic Party",FALSE,"La Pointe-de-l'Île",24028,"2011",176000,132000,44000,0,7,2,5,0
"New Democratic Party",FALSE,"LaSalle—Émard",24029,"2011",42000,42000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Laurentides—Labelle",24030,"2011",157500,120000,31500,6000,19,2,2,15
"New Democratic Party",FALSE,"Laurier—Sainte-Marie",24031,"2011",335500,197500,71000,67000,56,4,12,40
"New Democratic Party",FALSE,"Laval—Les Îles",24033,"2011",189000,112000,77000,0,18,2,16,0
"New Democratic Party",FALSE,"Longueuil—Pierre-Boucher",24035,"2011",99500,50000,49500,0,7,1,6,0
"New Democratic Party",FALSE,"Louis-Hébert",24037,"2011",255000,190000,65000,0,10,3,7,0
"New Democratic Party",FALSE,"Manicouagan",24039,"2011",39996,39996,0,0,1,1,0,0
"New Democratic Party",FALSE,"Haute-Gaspésie—La Mitis—Matane—Matapédia",24041,"2011",45500,45500,0,0,1,1,0,0
"New Democratic Party",FALSE,"Montcalm",24043,"2011",25000,25000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Mount Royal",24044,"2011",343900,70000,273900,0,37,2,35,0
"New Democratic Party",FALSE,"Notre-Dame-de-Grâce—Lachine",24045,"2011",651700,490500,161200,0,23,9,14,0
"New Democratic Party",FALSE,"Outremont",24047,"2011",639870,211594,428276,0,59,6,53,0
"New Democratic Party",FALSE,"Pierrefonds—Dollard",24049,"2011",273032,110000,141500,21532,123,1,22,100
"New Democratic Party",FALSE,"Pontiac",24050,"2011",174000,27500,146500,0,11,1,10,0
"New Democratic Party",FALSE,"Portneuf—Jacques-Cartier",24051,"2011",30000,30000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Québec",24052,"2011",1050150,213500,617100,219550,231,4,73,154
"New Democratic Party",FALSE,"Rimouski-Neigette—Témiscouata—Les Basques",24056,"2011",407000,376000,31000,0,11,5,6,0
"New Democratic Party",FALSE,"Rosemont—La Petite-Patrie",24061,"2011",503000,306000,197000,0,24,7,17,0
"New Democratic Party",FALSE,"Saint-Hyacinthe—Bagot",24063,"2011",306000,254000,52000,0,10,4,6,0
"New Democratic Party",FALSE,"Saint-Jean",24064,"2011",72000,60000,12000,0,2,1,1,0
"New Democratic Party",FALSE,"Saint-Lambert",24065,"2011",24000,24000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Shefford",24069,"2011",39000,39000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Sherbrooke",24070,"2011",412024,193676,218348,0,38,4,34,0
"New Democratic Party",FALSE,"Terrebonne—Blainville",24071,"2011",86600,78000,8600,0,2,1,1,0
"New Democratic Party",FALSE,"Trois-Rivières",24072,"2011",183000,110000,41500,31500,34,1,8,25
"New Democratic Party",FALSE,"Vaudreuil-Soulanges",24073,"2011",34000,24000,10000,0,2,1,1,0
"New Democratic Party",FALSE,"Westmount—Ville-Marie",24075,"2011",370500,278000,92500,0,16,5,11,0
"New Democratic Party",FALSE,"Algoma—Manitoulin—Kapuskasing",35002,"2011",1909400,1317000,592400,0,90,27,63,0
"New Democratic Party",FALSE,"Ancaster—Dundas—Flamborough—Westdale",35003,"2011",40000,40000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Beaches—East York",35005,"2011",2911500,1843000,1068500,0,144,41,103,0
"New Democratic Party",FALSE,"Bramalea—Gore—Malton",35006,"2011",2004062,1465000,539062,0,70,27,43,0
"New Democratic Party",FALSE,"Brampton—Springdale",35007,"2011",540000,540000,0,0,6,6,0,0
"New Democratic Party",FALSE,"Brampton West",35008,"2011",40000,40000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Brant",35009,"2011",1256680,770000,155000,331680,356,13,19,324
"New Democratic Party",FALSE,"Burlington",35010,"2011",40000,40000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Cambridge",35011,"2011",432500,250000,182500,0,21,5,16,0
"New Democratic Party",FALSE,"Carleton—Mississippi Mills",35012,"2011",35000,25000,10000,0,3,1,2,0
"New Democratic Party",FALSE,"Chatham-Kent—Essex",35013,"2011",455000,415000,40000,0,7,5,2,0
"New Democratic Party",FALSE,"Davenport",35015,"2011",6628400,4012800,2615600,0,320,94,226,0
"New Democratic Party",FALSE,"Don Valley East",35016,"2011",25000,25000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Elgin—Middlesex—London",35020,"2011",55399,35399,20000,0,2,1,1,0
"New Democratic Party",FALSE,"Essex",35021,"2011",2159800,1323500,836300,0,104,23,81,0
"New Democratic Party",FALSE,"Etobicoke—Lakeshore",35023,"2011",256750,193000,63750,0,10,4,6,0
"New Democratic Party",FALSE,"Etobicoke North",35024,"2011",184300,131000,33000,20300,50,22,6,22
"New Democratic Party",FALSE,"Haldimand—Norfolk",35028,"2011",225282,195282,30000,0,4,2,2,0
"New Democratic Party",FALSE,"Haliburton—Kawartha Lakes—Brock",35029,"2011",939700,505000,434700,0,57,12,45,0
"New Democratic Party",FALSE,"Hamilton Centre",35031,"2011",1442000,9e+05,542000,0,60,17,43,0
"New Democratic Party",FALSE,"Hamilton East—Stoney Creek",35032,"2011",421899,322300,99599,0,24,7,17,0
"New Democratic Party",FALSE,"Hamilton Mountain",35033,"2011",2754731,2153492,601239,0,105,39,66,0
"New Democratic Party",FALSE,"Huron—Bruce",35034,"2011",1486500,1010000,476500,0,50,17,33,0
"New Democratic Party",FALSE,"Kenora",35035,"2011",157000,140000,17000,0,4,2,2,0
"New Democratic Party",FALSE,"Kitchener Centre",35037,"2011",589300,404500,184800,0,30,11,19,0
"New Democratic Party",FALSE,"Kitchener—Conestoga",35038,"2011",190828,124000,34000,32828,66,3,3,60
"New Democratic Party",FALSE,"Kitchener—Waterloo",35039,"2011",310500,259000,51500,0,13,8,5,0
"New Democratic Party",FALSE,"Lanark—Frontenac—Lennox and Addington",35040,"2011",259000,60000,199000,0,17,2,15,0
"New Democratic Party",FALSE,"London—Fanshawe",35042,"2011",1000150,503650,496500,0,76,14,62,0
"New Democratic Party",FALSE,"London West",35044,"2011",140500,1e+05,40500,0,7,2,5,0
"New Democratic Party",FALSE,"Mississauga East—Cooksville",35048,"2011",200100,190000,90100,10000,10,10,0,0
"New Democratic Party",FALSE,"Mississauga South",35050,"2011",40000,40000,0,0,1,1,0,0
"New Democratic Party",FALSE,"Newmarket—Aurora",35053,"2011",102000,70000,32000,0,5,2,3,0
"New Democratic Party",FALSE,"Niagara West—Glanbrook",35055,"2011",200800,172000,28800,0,6,2,4,0
"New Democratic Party",FALSE,"Nickel Belt",35056,"2011",1232000,797000,435000,0,68,13,55,0
"New Democratic Party",FALSE,"Northumberland—Quinte West",35058,"2011",745500,335000,410500,0,46,9,37,0
"New Democratic Party",FALSE,"Oakville",35060,"2011",233401,10000,10000,223401,1,-140,1,140
"New Democratic Party",FALSE,"Oshawa",35061,"2011",465000,4e+05,65000,0,13,8,5,0
"New Democratic Party",FALSE,"Ottawa Centre",35062,"2011",306000,150000,115000,41000,72,2,10,60
